# 2024-05-29
# Data taken from the EDQM Standard Terms database (http://standardterms.edqm.eu) with the permission of the European Directorate for the Quality of Medicines & HealthCare, Council of Europe (EDQM).
"SOURCECLASS";"SOURCECODE";"TARGETCLASS";"TARGETCODE"
"PDF";"13011000";"RCA";"0047"
"PDF";"13012000";"RCA";"0047"
"PDF";"13013000";"RCA";"0047"
"PDF";"13014000";"RCA";"0047"
"PDF";"13015000";"RCA";"0047"
"PDF";"13016000";"RCA";"0047"
"PDF";"13017000";"RCA";"0047"
"PDF";"13018000";"RCA";"0045"
"PDF";"13020000";"RCA";"0047"
"PDF";"13021000";"RCA";"0047"
"PDF";"13022000";"RCA";"0047"
"PDF";"13023000";"RCA";"0047"
"PDF";"13024000";"RCA";"0047"
"PDF";"13025000";"RCA";"0047"
"PDF";"13026000";"RCA";"0047"
"PDF";"13027000";"RCA";"0045"
"PDF";"13028000";"RCA";"0045"
"PDF";"13029000";"RCA";"0047"
"PDF";"13031000";"RCA";"0047"
"PDF";"13032000";"RCA";"0047"
"PDF";"13033000";"RCA";"0047"
"PDF";"13034000";"RCA";"0047"
"PDF";"13035000";"RCA";"0047"
"PDF";"13036000";"RCA";"0047"
"PDF";"13037000";"RCA";"0047"
"PDF";"13038000";"RCA";"0047"
"PDF";"13039000";"RCA";"0047"
"PDF";"13040000";"RCA";"0047"
"PDF";"13041000";"RCA";"0047"
"PDF";"13042000";"RCA";"0047"
"PDF";"13043000";"RCA";"0045"
"PDF";"13044000";"RCA";"0047"
"PDF";"13045000";"RCA";"0047"
"PDF";"13046000";"RCA";"0047"
"PDF";"13047000";"RCA";"0047"
"PDF";"13048000";"RCA";"0047"
"PDF";"13049000";"RCA";"0047"
"PDF";"13050000";"RCA";"0047"
"PDF";"13051000";"RCA";"0047"
"PDF";"13052000";"RCA";"0047"
"PDF";"13058000";"RCA";"0047"
"PDF";"13061000";"RCA";"0047"
"PDF";"13066000";"RCA";"0047"
"PDF";"13076000";"RCA";"0045"
"PDF";"13077000";"RCA";"0047"
"PDF";"13091000";"RCA";"0047"
"PDF";"13102000";"RCA";"0047"
"PDF";"13105000";"RCA";"0047"
"PDF";"13106000";"RCA";"0047"
"PDF";"13107000";"RCA";"0047"
"PDF";"13111000";"RCA";"0047"
"PDF";"13113000";"RCA";"0047"
"PDF";"13115000";"RCA";"0047"
"PDF";"13118000";"RCA";"0047"
"PDF";"13123000";"RCA";"0047"
"PDF";"13124000";"RCA";"0047"
"PDF";"13126000";"RCA";"0045"
"PDF";"13127000";"RCA";"0047"
"PDF";"13128000";"RCA";"0045"
"PDF";"13129000";"RCA";"0047"
"PDF";"13133000";"RCA";"0044"
"PDF";"13134000";"RCA";"0045"
"PDF";"13135000";"RCA";"0046"
"PDF";"13136000";"RCA";"0044"
"PDF";"13139000";"RCA";"0047"
"PDF";"13140000";"RCA";"0047"
"PDF";"13141000";"RCA";"0045"
"PDF";"13145000";"RCA";"0047"
"PDF";"13148000";"RCA";"0045"
"PDF";"13149000";"RCA";"0047"
"PDF";"13152000";"RCA";"0047"
"PDF";"13154000";"RCA";"0047"
"PDF";"13159000";"RCA";"0045"
"PDF";"13162000";"RCA";"0047"
"PDF";"13164000";"RCA";"0047"
"PDF";"13165000";"RCA";"0047"
"PDF";"13167000";"RCA";"0047"
"PDF";"13168000";"RCA";"0047"
"PDF";"13169000";"RCA";"0047"
"PDF";"13175000";"RCA";"0045"
"PDF";"13176000";"RCA";"0045"
"PDF";"13177000";"RCA";"0044"
"PDF";"13178000";"RCA";"0044"
"PDF";"13179000";"RCA";"0046"
"PDF";"13180000";"RCA";"0045"
"PDF";"13184000";"RCA";"0047"
"PDF";"13186000";"RCA";"0045"
"PDF";"13187000";"RCA";"0045"
"PDF";"13188000";"RCA";"0045"
"PDF";"13190000";"RCA";"0045"
"PDF";"13191000";"RCA";"0045"
"PDF";"30047500";"RCA";"0045"
"PDF";"50001000";"RCA";"0047"
"PDF";"50009000";"RCA";"0047"
"PDF";"50009300";"RCA";"0047"
"PDF";"50009500";"RCA";"0047"
"PDF";"50009750";"RCA";"0047"
"PDF";"50010000";"RCA";"0047"
"PDF";"50011000";"RCA";"0047"
"PDF";"50012000";"RCA";"0047"
"PDF";"50013000";"RCA";"0047"
"PDF";"50013250";"RCA";"0047"
"PDF";"50014000";"RCA";"0047"
"PDF";"50015000";"RCA";"0047"
"PDF";"50015100";"RCA";"0047"
"PDF";"50015200";"RCA";"0047"
"PDF";"50015300";"RCA";"0047"
"PDF";"50015400";"RCA";"0047"
"PDF";"50015450";"RCA";"0047"
"PDF";"50015500";"RCA";"0047"
"PDF";"50016000";"RCA";"0047"
"PDF";"50017000";"RCA";"0047"
"PDF";"50017500";"RCA";"0047"
"PDF";"50018000";"RCA";"0047"
"PDF";"50018500";"RCA";"0047"
"PDF";"50019000";"RCA";"0047"
"PDF";"50019500";"RCA";"0047"
"PDF";"50020000";"RCA";"0047"
"PDF";"50020200";"RCA";"0047"
"PDF";"50020500";"RCA";"0047"
"PDF";"50021000";"RCA";"0047"
"PDF";"50022000";"RCA";"0047"
"PDF";"50023500";"RCA";"0044"
"PDF";"50024000";"RCA";"0047"
"PDF";"50024500";"RCA";"0047"
"PDF";"50025000";"RCA";"0044"
"PDF";"50026000";"RCA";"0044"
"PDF";"50026250";"RCA";"0045"
"PDF";"50028000";"RCA";"0047"
"PDF";"50029000";"RCA";"0047"
"PDF";"50029150";"RCA";"0047"
"PDF";"50029500";"RCA";"0047"
"PDF";"50029600";"RCA";"0044"
"PDF";"50029800";"RCA";"0047"
"PDF";"50030000";"RCA";"0047"
"PDF";"50031000";"RCA";"0047"
"PDF";"50032000";"RCA";"0047"
"PDF";"50033000";"RCA";"0047"
"PDF";"50033100";"RCA";"0047"
"PDF";"50033400";"RCA";"0047"
"PDF";"50034000";"RCA";"0047"
"PDF";"50035000";"RCA";"0046"
"PDF";"50036000";"RCA";"0046"
"PDF";"50036050";"RCA";"0047"
"PDF";"50036100";"RCA";"0045"
"PDF";"50036500";"RCA";"0047"
"PDF";"50036700";"RCA";"0047"
"PDF";"50037000";"RCA";"0047"
"PDF";"50037100";"RCA";"0047"
"PDF";"50037400";"RCA";"0047"
"PDF";"50037500";"RCA";"0047"
"PDF";"50037750";"RCA";"0047"
"PDF";"50037900";"RCA";"0047"
"PDF";"50038000";"RCA";"0047"
"PDF";"50038500";"RCA";"0047"
"PDF";"50039000";"RCA";"0045"
"PDF";"50039500";"RCA";"0047"
"PDF";"50040000";"RCA";"0047"
"PDF";"50040500";"RCA";"0047"
"PDF";"50043000";"RCA";"0047"
"PDF";"50048750";"RCA";"0047"
"PDF";"50049000";"RCA";"0047"
"PDF";"50049100";"RCA";"0047"
"PDF";"50049200";"RCA";"0047"
"PDF";"50049250";"RCA";"0047"
"PDF";"50049270";"RCA";"0047"
"PDF";"50049300";"RCA";"0047"
"PDF";"50049500";"RCA";"0045"
"PDF";"50050000";"RCA";"0047"
"PDF";"50050500";"RCA";"0047"
"PDF";"50051000";"RCA";"0047"
"PDF";"50051100";"RCA";"0047"
"PDF";"50051500";"RCA";"0047"
"PDF";"50052000";"RCA";"0047"
"PDF";"50053000";"RCA";"0047"
"PDF";"50053500";"RCA";"0047"
"PDF";"50054000";"RCA";"0047"
"PDF";"50055000";"RCA";"0047"
"PDF";"50055150";"RCA";"0047"
"PDF";"50055500";"RCA";"0045"
"PDF";"50056000";"RCA";"0045"
"PDF";"50056500";"RCA";"0047"
"PDF";"50057000";"RCA";"0047"
"PDF";"50058000";"RCA";"0047"
"PDF";"50059000";"RCA";"0047"
"PDF";"50060000";"RCA";"0047"
"PDF";"50060700";"RCA";"0047"
"PDF";"50061000";"RCA";"0047"
"PDF";"50061500";"RCA";"0047"
"PDF";"50061600";"RCA";"0047"
"PDF";"50063000";"RCA";"0047"
"PDF";"50066000";"RCA";"0047"
"PDF";"50073000";"RCA";"0047"
"PDF";"50073500";"RCA";"0047"
"PDF";"50074000";"RCA";"0047"
"PDF";"50076000";"RCA";"0047"
"PDF";"50077000";"RCA";"0047"
"PDF";"50079000";"RCA";"0047"
"PDF";"50081000";"RCA";"0047"
"PDF";"50082000";"RCA";"0047"
